model,group,A,B,E,F,N
QLearning,chronic pain,89.5,68.5,41.5,1.0,46
QLearning,chronic pain,60.5,56.0,38.5,39.5,55
QLearning,chronic pain,98.0,67.5,32.0,3.5,44
QLearning,chronic pain,77.5,57.5,31.0,29.5,55
QLearning,chronic pain,94.0,61.5,33.0,10.0,50
QLearning,chronic pain,78.5,62.0,37.0,17.5,55
QLearning,chronic pain,88.0,61.5,37.0,12.0,48
QLearning,chronic pain,85.5,68.0,31.0,13.5,50
QLearning,chronic pain,90.0,68.0,32.5,6.0,52
QLearning,chronic pain,90.5,59.0,31.0,12.0,59
QLearning,chronic pain,78.5,66.0,48.0,7.5,46
QLearning,chronic pain,73.0,60.0,41.0,25.0,47
QLearning,chronic pain,87.0,65.0,40.5,8.0,45
QLearning,chronic pain,92.5,66.5,28.0,8.5,55
QLearning,chronic pain,52.0,59.5,50.0,33.5,55
QLearning,chronic pain,87.0,68.0,30.0,12.0,52
QLearning,chronic pain,66.5,65.0,30.5,34.5,53
QLearning,chronic pain,84.0,58.5,44.0,13.0,46
QLearning,chronic pain,81.0,61.5,36.5,18.0,52
QLearning,chronic pain,96.0,63.0,31.0,13.5,39
QLearning,chronic pain,93.5,44.0,43.5,16.0,51
QLearning,chronic pain,72.5,62.5,43.5,19.5,51
QLearning,chronic pain,67.0,55.5,44.5,34.0,45
QLearning,chronic pain,70.5,67.0,41.0,25.5,39
QLearning,chronic pain,79.0,57.0,39.5,21.0,53
QLearning,chronic pain,73.5,56.5,38.5,26.5,56
QLearning,chronic pain,89.0,62.0,34.0,15.0,46
QLearning,chronic pain,82.5,67.0,38.0,8.5,53
QLearning,chronic pain,93.0,66.0,21.5,12.5,58
QLearning,chronic pain,79.0,54.5,46.5,16.5,53
QLearning,chronic pain,72.5,59.5,39.0,28.5,46
QLearning,chronic pain,75.5,69.0,40.0,18.0,42
QLearning,chronic pain,59.5,56.0,45.5,34.0,55
QLearning,chronic pain,56.5,57.5,48.0,34.5,51
QLearning,chronic pain,78.0,64.5,38.0,21.5,43
QLearning,chronic pain,76.0,57.0,44.0,19.5,52
QLearning,chronic pain,88.0,62.5,37.5,12.5,44
QLearning,chronic pain,79.5,56.0,43.5,17.5,53
QLearning,chronic pain,92.0,63.0,29.5,12.5,51
QLearning,chronic pain,60.5,54.5,52.5,31.0,50
QLearning,chronic pain,90.0,57.5,38.0,10.0,55
QLearning,chronic pain,98.0,52.5,45.0,5.5,44
QLearning,chronic pain,79.0,55.5,43.0,20.5,51
QLearning,chronic pain,64.0,59.5,39.0,37.0,47
QLearning,chronic pain,76.5,53.5,47.5,20.5,51
QLearning,chronic pain,87.5,55.5,39.5,16.5,47
QLearning,chronic pain,60.5,62.5,44.5,30.5,48
QLearning,chronic pain,56.0,57.0,50.5,38.5,41
QLearning,chronic pain,69.0,72.0,42.5,14.5,50
QLearning,chronic pain,97.5,59.0,33.5,6.0,53
QLearning,chronic pain,89.0,66.5,35.0,10.0,44
QLearning,chronic pain,72.5,56.0,46.0,27.0,44
QLearning,chronic pain,50.0,60.5,43.0,43.0,53
QLearning,chronic pain,89.0,69.5,30.0,12.5,45
QLearning,chronic pain,95.0,60.0,38.0,4.5,50
QLearning,chronic pain,94.5,57.5,29.0,16.5,52
QLearning,chronic pain,90.5,66.0,27.5,10.5,55
QLearning,chronic pain,84.5,57.0,30.0,23.0,56
QLearning,chronic pain,87.0,73.0,27.5,7.0,55
QLearning,chronic pain,81.5,66.0,35.0,14.5,51
QLearning,chronic pain,91.5,60.0,37.0,7.5,52
QLearning,chronic pain,61.5,60.5,46.0,27.5,54
QLearning,chronic pain,98.0,72.0,37.0,0.0,35
QLearning,chronic pain,87.0,67.5,35.5,4.5,56
QLearning,chronic pain,86.0,46.5,41.0,25.5,48
QLearning,chronic pain,94.5,66.5,40.0,1.0,44
QLearning,chronic pain,96.0,68.5,30.5,4.0,47
QLearning,chronic pain,56.0,58.5,44.5,38.5,51
QLearning,chronic pain,87.5,60.5,37.0,13.0,50
QLearning,chronic pain,72.5,60.5,49.0,16.5,48
QLearning,chronic pain,80.5,51.5,45.5,19.5,52
QLearning,chronic pain,89.0,70.0,34.0,12.0,38
QLearning,chronic pain,75.0,48.0,51.5,20.5,55
QLearning,chronic pain,99.0,68.5,28.5,5.0,44
QLearning,chronic pain,93.5,69.5,25.5,9.5,50
QLearning,chronic pain,87.0,62.0,42.0,11.0,42
QLearning,chronic pain,91.0,46.5,52.0,10.0,46
QLearning,chronic pain,78.5,54.5,40.0,22.5,53
QLearning,chronic pain,93.0,63.0,41.5,1.0,50
ActorCritic,chronic pain,82.0,35.5,51.5,36.5,36
ActorCritic,chronic pain,37.0,74.0,41.5,49.0,44
ActorCritic,chronic pain,82.5,52.5,23.0,47.5,36
ActorCritic,chronic pain,98.5,59.5,45.5,0.0,41
ActorCritic,chronic pain,70.5,61.5,54.5,21.0,34
ActorCritic,chronic pain,97.5,60.0,39.5,2.0,47
ActorCritic,chronic pain,85.0,51.0,64.0,11.0,27
ActorCritic,chronic pain,50.5,75.0,17.5,61.5,38
ActorCritic,chronic pain,72.5,42.0,51.0,32.5,50
ActorCritic,chronic pain,40.5,64.0,40.5,54.0,48
ActorCritic,chronic pain,34.0,93.0,39.5,36.0,42
ActorCritic,chronic pain,70.0,65.0,50.5,16.5,42
ActorCritic,chronic pain,44.5,57.0,42.0,52.0,55
ActorCritic,chronic pain,70.5,20.0,77.0,30.5,50
ActorCritic,chronic pain,64.5,50.5,90.5,10.0,19
ActorCritic,chronic pain,86.0,37.5,47.5,33.5,38
ActorCritic,chronic pain,32.5,63.0,36.5,65.5,51
ActorCritic,chronic pain,75.0,35.5,74.5,27.0,27
ActorCritic,chronic pain,88.5,75.5,17.0,14.5,54
ActorCritic,chronic pain,83.0,48.0,58.5,16.0,38
ActorCritic,chronic pain,90.0,45.0,49.5,14.0,50
ActorCritic,chronic pain,61.5,87.0,12.0,36.0,52
ActorCritic,chronic pain,82.0,30.0,51.5,55.0,13
ActorCritic,chronic pain,63.5,37.0,70.5,35.0,35
ActorCritic,chronic pain,68.5,69.0,47.5,24.5,30
ActorCritic,chronic pain,40.5,64.0,34.5,65.5,37
ActorCritic,chronic pain,87.0,43.5,55.0,26.5,26
ActorCritic,chronic pain,61.5,79.0,29.5,40.0,29
ActorCritic,chronic pain,73.0,42.5,53.0,28.5,52
ActorCritic,chronic pain,40.5,62.0,33.0,64.0,46
ActorCritic,chronic pain,62.0,48.0,55.0,48.5,23
ActorCritic,chronic pain,88.5,40.5,56.5,13.0,48
ActorCritic,chronic pain,73.0,58.0,50.0,28.5,30
ActorCritic,chronic pain,78.5,66.5,41.5,12.5,48
ActorCritic,chronic pain,53.0,45.5,50.0,44.0,59
ActorCritic,chronic pain,65.0,34.5,50.5,53.0,40
ActorCritic,chronic pain,82.0,37.0,67.5,20.5,34
ActorCritic,chronic pain,65.5,51.5,55.5,30.0,42
ActorCritic,chronic pain,55.5,59.5,70.5,13.5,50
ActorCritic,chronic pain,55.5,46.5,48.0,45.0,55
ActorCritic,chronic pain,71.5,34.5,68.5,38.0,25
ActorCritic,chronic pain,81.0,38.5,58.0,27.5,37
ActorCritic,chronic pain,82.5,56.0,43.5,17.0,47
ActorCritic,chronic pain,66.5,43.0,55.5,33.0,51
ActorCritic,chronic pain,87.0,50.0,42.5,17.0,54
ActorCritic,chronic pain,70.5,63.5,42.5,29.5,35
ActorCritic,chronic pain,90.5,65.5,23.0,16.5,53
ActorCritic,chronic pain,71.5,71.0,50.5,15.5,31
ActorCritic,chronic pain,73.5,24.5,77.0,18.0,59
ActorCritic,chronic pain,66.0,33.0,68.0,36.5,40
ActorCritic,chronic pain,66.0,43.0,67.5,38.0,20
ActorCritic,chronic pain,31.0,81.5,15.5,75.0,42
ActorCritic,chronic pain,72.5,43.5,48.0,38.0,43
ActorCritic,chronic pain,88.5,42.0,60.5,16.0,35
ActorCritic,chronic pain,65.0,64.5,43.0,33.0,36
ActorCritic,chronic pain,75.5,47.0,38.5,37.5,51
ActorCritic,chronic pain,80.0,40.0,54.5,27.0,44
ActorCritic,chronic pain,79.5,49.0,48.5,27.5,39
ActorCritic,chronic pain,72.0,32.0,70.0,26.5,45
ActorCritic,chronic pain,74.0,42.0,57.5,28.0,43
ActorCritic,chronic pain,62.5,58.5,40.5,39.5,44
ActorCritic,chronic pain,52.5,57.0,37.5,72.0,12
ActorCritic,chronic pain,80.5,44.0,51.0,29.5,37
ActorCritic,chronic pain,80.5,51.0,42.5,22.5,54
ActorCritic,chronic pain,90.0,52.0,52.0,3.5,51
ActorCritic,chronic pain,83.0,45.0,48.0,23.5,47
ActorCritic,chronic pain,55.5,58.0,39.5,44.0,52
ActorCritic,chronic pain,59.0,44.5,64.0,33.5,45
ActorCritic,chronic pain,84.0,43.0,45.5,23.5,54
ActorCritic,chronic pain,70.0,38.5,55.5,42.0,35
ActorCritic,chronic pain,53.0,52.5,49.0,43.5,50
ActorCritic,chronic pain,74.0,27.0,74.0,40.0,20
ActorCritic,chronic pain,42.5,62.5,31.0,63.5,46
ActorCritic,chronic pain,53.5,46.5,54.5,43.5,51
ActorCritic,chronic pain,48.5,77.0,44.0,30.0,47
ActorCritic,chronic pain,37.5,77.0,26.5,59.0,45
ActorCritic,chronic pain,71.5,24.5,67.5,43.0,35
ActorCritic,chronic pain,52.5,50.0,36.0,59.0,50
ActorCritic,chronic pain,78.0,42.0,54.5,24.0,48
ActorCritic,chronic pain,80.5,42.0,65.5,16.0,38
ActorCritic,chronic pain,88.5,44.5,38.5,27.0,50
ActorCritic,chronic pain,63.5,26.0,72.0,33.0,56
ActorCritic,chronic pain,83.0,54.0,40.5,22.5,47
ActorCritic,chronic pain,83.5,29.0,70.0,17.5,47
ActorCritic,chronic pain,62.0,47.0,51.5,38.5,48
ActorCritic,chronic pain,59.0,43.5,46.5,47.5,52
ActorCritic,chronic pain,81.0,33.5,57.0,33.5,38
ActorCritic,chronic pain,79.0,28.0,60.0,53.5,10
ActorCritic,chronic pain,31.5,83.5,21.5,69.5,35
ActorCritic,chronic pain,59.5,58.5,42.0,42.5,42
ActorCritic,chronic pain,55.5,44.5,56.0,45.0,44
ActorCritic,chronic pain,84.0,75.0,33.5,7.5,45
ActorCritic,chronic pain,49.0,61.5,27.0,65.0,42
ActorCritic,chronic pain,87.0,27.0,45.5,42.5,43
ActorCritic,chronic pain,54.5,76.5,27.0,36.0,56
ActorCritic,chronic pain,71.5,35.0,78.0,35.5,10
ActorCritic,chronic pain,96.0,50.0,50.5,1.5,50
ActorCritic,chronic pain,65.0,71.5,37.5,31.5,36
ActorCritic,chronic pain,33.5,78.5,29.0,61.5,42
ActorCritic,chronic pain,49.5,53.0,49.5,68.0,11
ActorCritic,chronic pain,75.5,25.5,71.0,39.0,27
ActorCritic,chronic pain,68.0,49.5,69.0,19.0,37
ActorCritic,chronic pain,81.5,38.5,66.5,20.5,34
ActorCritic,chronic pain,77.5,54.5,54.0,22.5,31
ActorCritic,chronic pain,80.0,80.5,20.0,16.5,52
ActorCritic,chronic pain,71.0,38.0,60.5,30.5,45
ActorCritic,chronic pain,75.5,43.5,63.0,23.0,36
ActorCritic,chronic pain,43.5,58.0,43.0,55.5,46
ActorCritic,chronic pain,52.5,36.0,58.0,52.5,47
ActorCritic,chronic pain,42.0,90.0,24.0,52.0,33
ActorCritic,chronic pain,84.5,53.5,38.5,25.0,43
ActorCritic,chronic pain,92.5,66.0,41.5,7.5,32
ActorCritic,chronic pain,89.0,42.0,45.5,22.5,50
ActorCritic,chronic pain,66.5,39.0,57.0,38.0,46
ActorCritic,chronic pain,43.5,52.0,54.0,52.5,42
ActorCritic,chronic pain,85.0,34.5,77.0,9.0,36
ActorCritic,chronic pain,78.5,89.0,8.5,21.5,51
Relative,chronic pain,88.5,22.5,78.0,12.0,45
Relative,chronic pain,83.5,28.5,65.5,17.5,55
Relative,chronic pain,73.0,29.0,78.0,19.5,47
Relative,chronic pain,71.0,47.0,63.0,12.0,59
Relative,chronic pain,85.5,53.5,52.5,8.0,46
Relative,chronic pain,96.0,35.0,49.5,21.0,43
Relative,chronic pain,95.5,46.5,46.0,9.0,52
Relative,chronic pain,71.5,37.5,71.0,17.5,51
Relative,chronic pain,79.0,16.0,81.0,24.5,44
Relative,chronic pain,61.0,42.5,54.5,43.5,43
Relative,chronic pain,66.0,29.0,61.0,40.5,52
Relative,chronic pain,84.0,61.0,41.5,13.5,47
Relative,chronic pain,73.0,33.5,64.5,26.5,52
Relative,chronic pain,82.0,27.5,78.5,12.5,44
Relative,chronic pain,65.0,47.5,55.5,31.0,48
Relative,chronic pain,62.5,33.0,69.0,35.0,47
Relative,chronic pain,100.0,48.5,52.5,0.5,45
Relative,chronic pain,84.5,23.0,62.5,25.5,54
Relative,chronic pain,81.5,50.5,48.0,18.0,50
Relative,chronic pain,72.5,42.5,68.5,17.5,45
Relative,chronic pain,96.5,63.5,29.0,10.0,47
Relative,chronic pain,93.0,48.5,48.5,9.5,47
Relative,chronic pain,81.0,20.5,72.0,20.0,59
Relative,chronic pain,77.0,28.0,69.0,21.0,55
Relative,chronic pain,69.0,39.5,61.0,26.0,54
Relative,chronic pain,74.5,32.0,73.5,18.0,50
Relative,chronic pain,69.0,43.0,67.0,27.5,35
Relative,chronic pain,75.5,25.0,73.5,22.0,54
Relative,chronic pain,83.5,30.5,62.0,22.5,48
Relative,chronic pain,70.0,34.0,88.0,9.0,45
Relative,chronic pain,81.5,54.0,39.0,22.5,52
Relative,chronic pain,88.0,24.0,69.5,12.5,56
Relative,chronic pain,72.0,48.0,51.0,25.5,53
Relative,chronic pain,81.0,33.0,78.0,14.5,35
Relative,chronic pain,50.0,47.5,51.5,50.5,46
Relative,chronic pain,45.5,46.5,60.0,43.5,54
Relative,chronic pain,65.0,36.0,74.5,24.5,46
Relative,chronic pain,95.5,54.0,28.5,24.5,41
Relative,chronic pain,68.0,37.5,80.5,11.5,52
Relative,chronic pain,59.5,37.0,71.0,31.5,47
Relative,chronic pain,60.5,34.5,61.0,41.5,51
Relative,chronic pain,87.0,34.0,65.5,11.0,51
Relative,chronic pain,87.5,62.0,37.0,13.5,46
Relative,chronic pain,79.5,47.0,55.5,11.5,58
Relative,chronic pain,75.0,35.0,54.0,34.5,50
Relative,chronic pain,70.0,43.0,72.0,17.5,42
Relative,chronic pain,93.0,55.5,37.5,13.0,48
Relative,chronic pain,68.0,37.5,56.0,35.0,52
Relative,chronic pain,61.0,32.0,94.0,12.0,50
Relative,chronic pain,68.5,31.5,61.0,39.0,46
Relative,chronic pain,92.0,59.0,36.0,10.5,51
Relative,chronic pain,92.5,24.0,61.5,17.0,56
Relative,chronic pain,56.5,31.0,71.0,37.0,54
Relative,chronic pain,87.5,61.5,38.0,10.0,51
Relative,chronic pain,66.5,46.0,52.5,36.0,45
Relative,chronic pain,74.0,24.5,79.5,17.0,55
Relative,chronic pain,74.0,33.0,67.5,25.0,47
Relative,chronic pain,70.5,27.5,57.5,41.5,52
Relative,chronic pain,83.0,25.0,75.5,13.0,52
Relative,chronic pain,79.0,31.0,64.5,19.0,58
Relative,chronic pain,70.0,35.0,48.5,45.0,50
Relative,chronic pain,53.5,60.5,72.0,13.0,47
Relative,chronic pain,76.5,26.0,77.0,21.5,44
Relative,chronic pain,69.0,40.0,66.0,23.5,47
Relative,chronic pain,87.5,21.5,80.0,7.0,53
Relative,chronic pain,70.0,31.5,71.5,24.5,51
Relative,chronic pain,84.5,33.0,54.5,26.5,48
Relative,chronic pain,63.5,51.0,64.0,23.0,45
Relative,chronic pain,78.0,26.0,71.5,28.0,39
Relative,chronic pain,65.0,36.0,70.0,29.5,45
Relative,chronic pain,63.5,56.0,45.0,35.0,48
Relative,chronic pain,58.0,35.0,60.0,43.5,52
Relative,chronic pain,61.5,49.0,52.0,35.0,51
Relative,chronic pain,75.5,33.0,61.5,23.5,58
Relative,chronic pain,78.0,47.5,53.0,21.0,46
Relative,chronic pain,79.0,24.5,76.5,15.5,55
Relative,chronic pain,97.5,53.5,38.0,3.5,60
Relative,chronic pain,62.5,39.5,62.5,35.5,46
Relative,chronic pain,84.5,27.5,67.0,18.0,52
Relative,chronic pain,99.0,37.0,59.0,3.0,50
Relative,chronic pain,84.5,37.5,62.0,8.5,59
Relative,chronic pain,61.0,30.0,69.0,38.0,51
Relative,chronic pain,75.5,30.5,65.0,27.0,50
Relative,chronic pain,83.0,15.5,81.5,23.5,40
Relative,chronic pain,48.5,49.0,58.5,39.0,55
Relative,chronic pain,58.5,45.5,51.5,44.0,47
Relative,chronic pain,74.5,26.5,73.5,23.0,51
Relative,chronic pain,97.0,57.0,37.0,4.0,56
Relative,chronic pain,73.0,35.5,65.0,30.0,40
Relative,chronic pain,65.5,55.0,48.5,31.5,45
Relative,chronic pain,48.5,56.5,56.0,35.5,52
Relative,chronic pain,85.0,61.5,41.0,10.0,50
Relative,chronic pain,70.5,28.0,72.5,26.0,53
Relative,chronic pain,97.0,12.0,58.5,28.0,55
Relative,chronic pain,98.0,24.5,59.0,11.5,59
Relative,chronic pain,90.5,48.0,38.5,22.0,46
Relative,chronic pain,89.5,72.0,29.5,7.0,50
Relative,chronic pain,79.0,37.0,63.5,22.0,44
Relative,chronic pain,77.5,29.0,65.0,32.5,39
Relative,chronic pain,54.0,49.0,49.5,45.0,52
Relative,chronic pain,69.0,32.5,70.0,22.5,56
Relative,chronic pain,80.5,46.0,64.0,7.0,51
Relative,chronic pain,88.0,25.0,62.0,27.0,43
Relative,chronic pain,74.0,28.0,76.0,24.5,42
Relative,chronic pain,72.5,30.0,70.5,24.0,52
Relative,chronic pain,75.0,26.5,62.0,34.0,50
Relative,chronic pain,81.5,23.0,63.5,31.5,47
Relative,chronic pain,77.5,17.0,82.0,15.0,61
Relative,chronic pain,82.5,21.0,75.0,21.0,47
Relative,chronic pain,86.5,35.5,62.0,22.5,34
Relative,chronic pain,60.5,39.5,67.5,27.0,56
Relative,chronic pain,96.5,67.0,27.0,11.5,43
Relative,chronic pain,88.0,31.0,73.0,11.0,41
Relative,chronic pain,66.5,31.0,59.5,43.0,46
Relative,chronic pain,75.5,24.0,71.5,26.5,51
Relative,chronic pain,77.5,24.5,68.5,26.0,53
Relative,chronic pain,54.5,31.0,75.0,33.5,57
Hybrid2012+bias,chronic pain,86.0,57.5,41.5,13.0,47
Hybrid2012+bias,chronic pain,76.0,84.0,24.5,31.0,19
Hybrid2012+bias,chronic pain,95.5,57.5,32.0,22.5,34
Hybrid2012+bias,chronic pain,96.5,71.0,28.0,5.0,45
Hybrid2012+bias,chronic pain,93.0,67.5,31.5,11.5,41
Hybrid2012+bias,chronic pain,99.0,67.5,20.5,14.5,44
Hybrid2012+bias,chronic pain,89.0,66.5,35.0,11.0,43
Hybrid2012+bias,chronic pain,81.5,51.5,29.0,54.5,17
Hybrid2012+bias,chronic pain,76.0,51.5,45.5,28.5,43
Hybrid2012+bias,chronic pain,65.0,53.5,46.5,41.5,34
Hybrid2012+bias,chronic pain,85.0,82.0,19.0,14.5,46
Hybrid2012+bias,chronic pain,83.5,65.5,31.5,23.0,39
Hybrid2012+bias,chronic pain,78.5,56.5,38.5,32.5,37
Hybrid2012+bias,chronic pain,71.5,61.0,44.0,23.5,45
Hybrid2012+bias,chronic pain,92.5,63.5,37.0,19.5,25
Hybrid2012+bias,chronic pain,82.5,72.0,30.0,19.0,40
Hybrid2012+bias,chronic pain,98.5,60.0,42.0,1.0,43
Hybrid2012+bias,chronic pain,95.5,68.0,32.5,2.5,50
Hybrid2012+bias,chronic pain,85.0,60.0,48.5,27.0,9
Hybrid2012+bias,chronic pain,78.0,60.5,39.5,22.5,46
Hybrid2012+bias,chronic pain,94.0,66.5,24.0,15.5,46
Hybrid2012+bias,chronic pain,83.5,77.0,38.0,2.5,44
Hybrid2012+bias,chronic pain,95.0,58.5,33.5,25.5,26
Hybrid2012+bias,chronic pain,97.5,64.0,32.0,12.5,35
Hybrid2012+bias,chronic pain,89.0,80.0,26.5,3.5,48
Hybrid2012+bias,chronic pain,89.5,75.5,29.0,3.5,51
Hybrid2012+bias,chronic pain,87.5,78.0,35.0,5.0,36
Hybrid2012+bias,chronic pain,71.5,67.5,50.5,27.0,17
Hybrid2012+bias,chronic pain,83.5,65.5,30.0,19.5,47
Hybrid2012+bias,chronic pain,59.5,53.0,56.0,29.5,50
Hybrid2012+bias,chronic pain,78.0,58.0,41.0,35.0,25
Hybrid2012+bias,chronic pain,94.0,59.5,36.0,6.5,53
Hybrid2012+bias,chronic pain,95.0,31.5,54.5,25.5,35
Hybrid2012+bias,chronic pain,93.0,71.5,36.0,4.0,38
Hybrid2012+bias,chronic pain,65.0,45.5,48.5,45.5,39
Hybrid2012+bias,chronic pain,58.5,46.0,59.0,38.0,44
Hybrid2012+bias,chronic pain,94.5,65.5,33.5,9.0,42
Hybrid2012+bias,chronic pain,86.5,54.0,44.5,19.0,39
Hybrid2012+bias,chronic pain,82.0,76.5,39.5,3.0,44
Hybrid2012+bias,chronic pain,60.0,49.5,50.0,35.5,54
Hybrid2012+bias,chronic pain,90.0,78.5,22.5,13.5,39
Hybrid2012+bias,chronic pain,81.0,66.0,37.0,16.5,45
Hybrid2012+bias,chronic pain,86.0,71.5,29.5,16.5,41
Hybrid2012+bias,chronic pain,79.5,47.5,66.0,19.0,25
Hybrid2012+bias,chronic pain,74.5,60.5,35.0,31.5,43
Hybrid2012+bias,chronic pain,93.0,62.0,37.5,7.5,46
Hybrid2012+bias,chronic pain,97.0,64.0,33.0,11.0,37
Hybrid2012+bias,chronic pain,83.0,63.0,37.5,26.0,30
Hybrid2012+bias,chronic pain,82.5,68.0,37.5,9.5,50
Hybrid2012+bias,chronic pain,62.0,56.5,51.5,40.0,29
Hybrid2012+bias,chronic pain,97.5,68.0,33.5,16.0,19
Hybrid2012+bias,chronic pain,93.0,61.0,17.0,39.5,28
Hybrid2012+bias,chronic pain,53.0,50.5,50.5,39.5,57
Hybrid2012+bias,chronic pain,83.0,70.5,34.0,13.5,44
Hybrid2012+bias,chronic pain,59.5,61.5,33.5,49.0,40
Hybrid2012+bias,chronic pain,77.0,75.5,24.5,15.0,60
Hybrid2012+bias,chronic pain,74.5,37.0,62.5,40.5,20
Hybrid2012+bias,chronic pain,97.0,58.0,32.0,17.5,39
Hybrid2012+bias,chronic pain,89.5,50.0,45.0,14.5,47
Hybrid2012+bias,chronic pain,68.0,63.5,49.5,13.0,56
Hybrid2012+bias,chronic pain,63.5,58.5,41.0,34.0,51
Hybrid2012+bias,chronic pain,82.5,82.5,23.0,13.0,45
Hybrid2012+bias,chronic pain,56.5,62.5,54.5,29.5,39
Hybrid2012+bias,chronic pain,91.0,24.0,46.0,51.0,26
Hybrid2012+bias,chronic pain,87.5,59.5,31.0,26.5,38
Hybrid2012+bias,chronic pain,76.5,73.0,34.5,16.0,46
Hybrid2012+bias,chronic pain,90.0,69.5,35.5,1.5,52
Hybrid2012+bias,chronic pain,75.5,55.0,56.0,11.5,51
Hybrid2012+bias,chronic pain,79.0,53.5,41.5,30.5,40
Hybrid2012+bias,chronic pain,66.5,63.0,40.0,23.5,59
Hybrid2012+bias,chronic pain,68.5,53.0,42.5,43.0,34
Hybrid2012+bias,chronic pain,66.0,40.0,66.0,40.0,26
Hybrid2012+bias,chronic pain,72.0,60.0,36.0,32.5,46
Hybrid2012+bias,chronic pain,91.5,37.0,46.5,52.0,0
Hybrid2012+bias,chronic pain,88.0,62.5,35.0,15.5,43
Hybrid2012+bias,chronic pain,84.0,54.0,36.0,21.5,54
Hybrid2012+bias,chronic pain,96.0,50.5,43.0,10.0,47
Hybrid2012+bias,chronic pain,65.5,48.5,38.0,49.0,44
Hybrid2012+bias,chronic pain,96.5,48.0,30.0,24.5,47
Hybrid2012+bias,chronic pain,99.0,46.0,41.5,13.0,47
Hybrid2012+bias,chronic pain,86.0,56.5,33.5,26.5,42
Hybrid2012+bias,chronic pain,68.5,55.0,50.0,27.5,44
Hybrid2012+bias,chronic pain,79.0,60.0,44.5,12.0,56
Hybrid2012+bias,chronic pain,89.0,45.5,46.5,18.5,47
Hybrid2012+bias,chronic pain,56.0,55.0,47.5,44.5,40
Hybrid2012+bias,chronic pain,54.5,50.5,51.0,40.0,55
Hybrid2012+bias,chronic pain,92.5,66.5,28.0,17.0,38
Hybrid2012+bias,chronic pain,97.0,59.5,39.0,2.0,51
Hybrid2012+bias,chronic pain,82.0,79.5,19.0,18.0,47
Hybrid2012+bias,chronic pain,83.0,68.5,27.5,23.5,41
Hybrid2012+bias,chronic pain,56.0,56.0,55.0,33.5,45
Hybrid2012+bias,chronic pain,71.0,47.0,58.5,40.5,16
Hybrid2012+bias,chronic pain,94.0,61.0,31.0,12.5,50
Hybrid2012+bias,chronic pain,94.0,44.5,38.5,27.5,37
Hybrid2012+bias,chronic pain,98.0,57.0,41.5,9.5,36
Hybrid2012+bias,chronic pain,87.5,68.5,34.0,29.0,13
Hybrid2012+bias,chronic pain,88.5,68.5,37.5,13.0,34
Hybrid2012+bias,chronic pain,75.5,71.0,38.0,14.0,50
Hybrid2012+bias,chronic pain,94.5,63.5,30.0,5.0,59
Hybrid2012+bias,chronic pain,62.0,74.0,41.5,34.5,26
Hybrid2012+bias,chronic pain,91.5,71.5,36.0,3.5,42
Hybrid2012+bias,chronic pain,89.5,65.5,35.0,13.5,40
Hybrid2012+bias,chronic pain,95.5,38.0,55.0,21.5,29
Hybrid2012+bias,chronic pain,98.5,52.0,53.0,6.0,30
Hybrid2012+bias,chronic pain,97.0,67.0,27.5,10.0,44
