model,parameter,condition1,condition2,comparison,t_value,p_value,cohens_d,df,homogeneity_assumption,normality_assumption
Relative,counterfactual_lr,no pain,acute pain,no pain vs acute pain,-1.158885864131675,0.24780030017611368,-0.16102573281832677,213.0,met,violated
Relative,counterfactual_lr,no pain,chronic pain,no pain vs chronic pain,-0.9283662505899258,0.35413884369558823,-0.11874203030285946,243.0,met,violated
Relative,contextual_lr,no pain,acute pain,no pain vs acute pain,-3.5188197047882093,0.0006164619553178799,-0.5457972747317195,118.07253862510179,violated,violated
Relative,contextual_lr,no pain,chronic pain,no pain vs chronic pain,-2.3586853712060885,0.019306059899339128,-0.30693951213994425,199.60148121354553,violated,violated
Relative,temperature,no pain,acute pain,no pain vs acute pain,-1.5126556009600451,0.13184945974053186,-0.21018159267033917,213.0,met,violated
Relative,temperature,no pain,chronic pain,no pain vs chronic pain,1.1742319343159537,0.24145161885532931,0.15018930711723924,243.0,met,violated
Hybrid2012+bias,factual_lr,no pain,acute pain,no pain vs acute pain,0.17502621809327187,0.8612252948849164,0.02431967280229685,213.0,met,violated
Hybrid2012+bias,factual_lr,no pain,chronic pain,no pain vs chronic pain,0.04947913260065246,0.9605781110470274,0.00632859354688139,243.0,met,violated
Hybrid2012+bias,counterfactual_lr,no pain,acute pain,no pain vs acute pain,-0.46848725768908434,0.6399152582859851,-0.06509571504865781,213.0,met,violated
Hybrid2012+bias,counterfactual_lr,no pain,chronic pain,no pain vs chronic pain,0.6460135036525393,0.5188802086631823,0.0826279014107007,243.0,met,violated
Hybrid2012+bias,factual_actor_lr,no pain,acute pain,no pain vs acute pain,0.2940032712814905,0.7690416988149182,0.040851384656900275,213.0,met,violated
Hybrid2012+bias,factual_actor_lr,no pain,chronic pain,no pain vs chronic pain,-0.4405993653341465,0.6598947595342397,-0.05635455097240217,243.0,met,violated
Hybrid2012+bias,counterfactual_actor_lr,no pain,acute pain,no pain vs acute pain,-0.576666487931867,0.5647736875559436,-0.08012708298981282,213.0,met,violated
Hybrid2012+bias,counterfactual_actor_lr,no pain,chronic pain,no pain vs chronic pain,0.3121691847071703,0.7551796479399147,0.03992777932907763,243.0,met,violated
Hybrid2012+bias,critic_lr,no pain,acute pain,no pain vs acute pain,1.0111227525415918,0.31310489996374213,0.14049423436473457,213.0,met,violated
Hybrid2012+bias,critic_lr,no pain,chronic pain,no pain vs chronic pain,0.7582029305025757,0.4490642098435004,0.0969774109003254,243.0,met,violated
Hybrid2012+bias,temperature,no pain,acute pain,no pain vs acute pain,-0.2646019117073456,0.7915720114484122,-0.03676610273413805,213.0,met,violated
Hybrid2012+bias,temperature,no pain,chronic pain,no pain vs chronic pain,1.5235534334952785,0.12892062095924423,0.19486902701726144,243.0,met,violated
Hybrid2012+bias,mixing_factor,no pain,acute pain,no pain vs acute pain,1.1332980049809482,0.25836313019888646,0.1574703319816058,213.0,met,violated
Hybrid2012+bias,mixing_factor,no pain,chronic pain,no pain vs chronic pain,1.8277528690717804,0.06881285492653072,0.23377744120658023,243.0,met,violated
Hybrid2012+bias,valence_factor,no pain,acute pain,no pain vs acute pain,1.1453815496661484,0.2533364203100093,0.1591493253132185,213.0,met,violated
Hybrid2012+bias,valence_factor,no pain,chronic pain,no pain vs chronic pain,0.582209720785863,0.5609652069677282,0.07446712357783816,243.0,met,violated
Hybrid2021+bias+decay,factual_lr,no pain,acute pain,no pain vs acute pain,-0.7898165473200449,0.43051328436319336,-0.1097440155761537,213.0,met,violated
Hybrid2021+bias+decay,factual_lr,no pain,chronic pain,no pain vs chronic pain,-0.444251032540229,0.6572564721148221,-0.05682161489008023,243.0,met,violated
Hybrid2021+bias+decay,counterfactual_lr,no pain,acute pain,no pain vs acute pain,-0.055095059771599536,0.9561143751203711,-0.007655389239766676,213.0,met,violated
Hybrid2021+bias+decay,counterfactual_lr,no pain,chronic pain,no pain vs chronic pain,-0.056227636940690114,0.9552066692434036,-0.007191756233304477,243.0,met,violated
Hybrid2021+bias+decay,factual_actor_lr,no pain,acute pain,no pain vs acute pain,1.7841359605232383,0.07582506254902144,0.24790344708022174,213.0,met,violated
Hybrid2021+bias+decay,factual_actor_lr,no pain,chronic pain,no pain vs chronic pain,1.178063309816815,0.23992376301583754,0.15067935649757358,243.0,met,violated
Hybrid2021+bias+decay,counterfactual_actor_lr,no pain,acute pain,no pain vs acute pain,-0.13788554037080394,0.8904611381493599,-0.019159022359717833,213.0,met,violated
Hybrid2021+bias+decay,counterfactual_actor_lr,no pain,chronic pain,no pain vs chronic pain,0.7655632494380001,0.4446791538377455,0.0979188273009254,243.0,met,violated
Hybrid2021+bias+decay,critic_lr,no pain,acute pain,no pain vs acute pain,0.714993840306701,0.47539578576759633,0.09934749457164373,213.0,met,violated
Hybrid2021+bias+decay,critic_lr,no pain,chronic pain,no pain vs chronic pain,0.9448436635144097,0.3456772063255189,0.12084956217785871,243.0,met,violated
Hybrid2021+bias+decay,temperature,no pain,acute pain,no pain vs acute pain,0.14982577838656624,0.8810438436098497,0.020818103409907356,213.0,met,violated
Hybrid2021+bias+decay,temperature,no pain,chronic pain,no pain vs chronic pain,1.582241364040028,0.11489512237188008,0.20237546536821235,243.0,met,violated
Hybrid2021+bias+decay,mixing_factor,no pain,acute pain,no pain vs acute pain,1.100770611930347,0.27223892384342857,0.1529506916401755,213.0,met,violated
Hybrid2021+bias+decay,mixing_factor,no pain,chronic pain,no pain vs chronic pain,1.3145291645696802,0.18990753553882025,0.16813392537065944,243.0,met,violated
Hybrid2021+bias+decay,noise_factor,no pain,acute pain,no pain vs acute pain,-0.23911252876679512,0.8112482417599483,-0.03322438504292741,213.0,met,violated
Hybrid2021+bias+decay,noise_factor,no pain,chronic pain,no pain vs chronic pain,1.1864214721775141,0.23661456602756645,0.15174840135748713,243.0,met,violated
Hybrid2021+bias+decay,valence_factor,no pain,acute pain,no pain vs acute pain,-0.14241051774989705,0.886890371594721,-0.019787762273635733,213.0,met,violated
Hybrid2021+bias+decay,valence_factor,no pain,chronic pain,no pain vs chronic pain,-0.11153458942261253,0.911285061755287,-0.014158995595052659,241.55098577851885,violated,violated
Hybrid2021+bias+decay,decay_factor,no pain,acute pain,no pain vs acute pain,-1.6286566503540543,0.10486384467119833,-0.2262997925418693,213.0,met,violated
Hybrid2021+bias+decay,decay_factor,no pain,chronic pain,no pain vs chronic pain,-0.7603294063054002,0.4477947901592163,-0.0972493962876193,243.0,met,violated
