model,group,A,B,E,F,N
QLearning,chronic pain,80.0,56.0,38.5,23.5,50
QLearning,chronic pain,72.0,55.0,40.0,29.0,53
QLearning,chronic pain,92.0,55.0,39.5,13.0,48
QLearning,chronic pain,88.0,57.5,37.0,11.0,58
QLearning,chronic pain,97.0,51.5,37.5,13.5,47
QLearning,chronic pain,51.0,55.5,57.0,32.5,53
QLearning,chronic pain,95.5,55.5,28.5,15.0,57
QLearning,chronic pain,96.0,50.0,40.0,10.5,52
QLearning,chronic pain,80.5,52.5,47.5,15.5,54
QLearning,chronic pain,61.0,58.5,43.5,41.0,39
QLearning,chronic pain,86.5,40.0,50.5,20.5,51
QLearning,chronic pain,87.5,43.5,54.5,9.0,56
QLearning,chronic pain,72.0,50.0,45.5,29.0,53
QLearning,chronic pain,55.5,49.5,49.0,42.5,53
QLearning,chronic pain,90.0,65.0,29.5,10.5,55
QLearning,chronic pain,97.0,66.0,28.5,3.5,54
QLearning,chronic pain,95.0,67.0,40.0,0.5,43
QLearning,chronic pain,69.0,63.5,37.0,25.5,57
QLearning,chronic pain,51.0,54.0,49.0,41.5,53
QLearning,chronic pain,90.0,59.5,22.5,23.5,54
QLearning,chronic pain,95.5,45.5,56.5,4.5,43
QLearning,chronic pain,97.0,54.5,26.5,16.5,58
QLearning,chronic pain,91.0,67.5,37.5,2.0,51
QLearning,chronic pain,94.0,47.5,41.5,17.0,46
QLearning,chronic pain,91.5,67.0,41.0,2.5,42
QLearning,chronic pain,76.0,67.5,42.0,13.5,50
QLearning,chronic pain,92.5,68.0,36.5,3.5,45
QLearning,chronic pain,73.5,58.5,40.0,27.5,47
QLearning,chronic pain,95.0,72.5,34.0,0.0,44
QLearning,chronic pain,72.0,86.0,34.5,4.5,52
QLearning,chronic pain,82.5,63.5,46.0,11.5,41
QLearning,chronic pain,96.5,62.0,42.0,1.0,44
QLearning,chronic pain,100.0,65.0,28.5,2.0,55
QLearning,chronic pain,65.5,51.5,39.5,44.5,44
QLearning,chronic pain,91.5,61.5,40.5,3.5,52
QLearning,chronic pain,72.0,59.0,46.5,16.0,57
QLearning,chronic pain,85.0,48.5,43.0,20.5,52
QLearning,chronic pain,81.5,76.0,29.5,10.5,51
QLearning,chronic pain,67.0,48.5,55.5,29.5,46
QLearning,chronic pain,98.0,71.0,27.0,4.5,44
QLearning,chronic pain,92.0,58.5,40.0,3.0,57
QLearning,chronic pain,86.5,58.0,39.5,14.0,51
QLearning,chronic pain,90.0,51.5,48.5,12.5,42
QLearning,chronic pain,61.0,46.5,54.0,37.0,48
QLearning,chronic pain,90.5,68.0,36.5,3.0,50
ActorCritic,chronic pain,88.0,57.5,51.0,10.0,35
ActorCritic,chronic pain,19.0,62.5,28.0,78.0,67
ActorCritic,chronic pain,65.5,66.0,31.0,45.0,33
ActorCritic,chronic pain,99.0,66.0,30.0,3.5,50
ActorCritic,chronic pain,87.5,76.0,30.5,6.0,45
ActorCritic,chronic pain,98.5,64.0,3.5,29.0,55
ActorCritic,chronic pain,87.5,34.0,75.0,9.0,36
ActorCritic,chronic pain,72.0,71.5,6.5,50.5,44
ActorCritic,chronic pain,75.5,37.5,66.0,23.0,43
ActorCritic,chronic pain,71.5,54.5,40.0,32.5,47
ActorCritic,chronic pain,77.5,55.0,51.5,26.5,29
ActorCritic,chronic pain,84.0,51.5,54.0,13.5,42
ActorCritic,chronic pain,71.0,32.5,67.0,29.5,47
ActorCritic,chronic pain,77.5,9.0,89.0,28.5,39
ActorCritic,chronic pain,91.5,74.5,19.0,12.0,51
ActorCritic,chronic pain,83.0,44.5,57.5,22.5,34
ActorCritic,chronic pain,79.0,50.5,53.5,18.0,46
ActorCritic,chronic pain,95.5,60.0,31.0,8.0,55
ActorCritic,chronic pain,42.0,64.0,62.0,30.5,48
ActorCritic,chronic pain,56.0,62.5,55.0,25.5,47
ActorCritic,chronic pain,93.5,59.0,28.5,14.0,54
ActorCritic,chronic pain,85.5,80.5,14.5,20.0,46
ActorCritic,chronic pain,62.5,69.5,8.5,61.0,42
ActorCritic,chronic pain,87.0,63.5,55.0,2.5,32
ActorCritic,chronic pain,80.0,71.5,46.0,7.5,37
ActorCritic,chronic pain,82.0,87.0,28.5,0.0,51
ActorCritic,chronic pain,89.0,48.0,48.0,22.5,34
ActorCritic,chronic pain,72.0,20.5,61.5,29.5,76
ActorCritic,chronic pain,86.5,56.0,48.0,12.5,40
ActorCritic,chronic pain,43.5,45.5,54.5,59.5,42
ActorCritic,chronic pain,74.0,74.0,19.0,30.5,52
ActorCritic,chronic pain,93.0,43.0,50.5,13.5,45
ActorCritic,chronic pain,46.0,52.0,71.5,29.5,48
ActorCritic,chronic pain,75.0,76.0,40.0,6.5,52
ActorCritic,chronic pain,52.5,42.5,51.0,49.5,55
ActorCritic,chronic pain,61.5,41.0,52.0,43.5,50
ActorCritic,chronic pain,95.5,55.0,32.5,9.0,60
ActorCritic,chronic pain,79.5,73.0,38.0,10.5,44
ActorCritic,chronic pain,94.0,46.0,67.0,0.0,35
ActorCritic,chronic pain,70.5,36.0,43.0,52.0,44
ActorCritic,chronic pain,84.5,82.5,16.5,15.0,47
ActorCritic,chronic pain,79.0,42.0,59.5,17.0,51
ActorCritic,chronic pain,96.0,58.0,31.5,10.0,54
ActorCritic,chronic pain,60.0,33.5,71.5,25.5,62
ActorCritic,chronic pain,78.0,55.0,50.0,17.5,45
ActorCritic,chronic pain,84.5,80.5,21.5,12.5,47
ActorCritic,chronic pain,88.0,71.0,27.5,7.5,57
ActorCritic,chronic pain,89.0,72.0,27.5,6.0,55
ActorCritic,chronic pain,85.0,40.0,74.5,8.0,33
ActorCritic,chronic pain,63.0,56.5,45.0,31.5,52
ActorCritic,chronic pain,91.5,26.5,71.0,14.0,41
ActorCritic,chronic pain,27.5,92.5,39.0,41.5,44
ActorCritic,chronic pain,67.5,40.0,53.5,37.5,50
ActorCritic,chronic pain,89.5,67.5,41.0,5.5,40
ActorCritic,chronic pain,49.5,76.0,26.5,47.0,48
ActorCritic,chronic pain,63.0,57.5,52.0,33.0,36
ActorCritic,chronic pain,74.0,29.5,62.0,44.0,31
ActorCritic,chronic pain,99.0,48.0,34.0,19.0,46
ActorCritic,chronic pain,86.0,37.5,60.5,22.0,36
ActorCritic,chronic pain,69.0,41.5,44.0,48.5,41
ActorCritic,chronic pain,73.5,58.0,36.5,32.0,46
ActorCritic,chronic pain,74.5,59.0,43.5,29.5,34
ActorCritic,chronic pain,67.5,55.5,62.5,19.0,38
ActorCritic,chronic pain,81.0,28.5,50.5,41.0,44
ActorCritic,chronic pain,68.0,60.0,66.0,1.0,56
ActorCritic,chronic pain,81.0,77.0,20.5,24.0,42
ActorCritic,chronic pain,91.5,68.0,23.0,16.0,47
ActorCritic,chronic pain,75.5,43.0,58.5,17.0,57
ActorCritic,chronic pain,83.5,38.5,61.5,18.5,42
ActorCritic,chronic pain,76.0,45.0,53.5,25.0,47
ActorCritic,chronic pain,64.5,48.0,51.0,34.5,50
ActorCritic,chronic pain,75.5,36.0,66.0,38.5,18
ActorCritic,chronic pain,78.5,62.0,28.5,24.5,57
ActorCritic,chronic pain,80.5,41.5,54.5,28.5,38
ActorCritic,chronic pain,53.0,48.5,71.5,26.5,47
ActorCritic,chronic pain,28.0,81.0,40.5,39.5,65
ActorCritic,chronic pain,95.0,40.5,54.0,8.5,48
ActorCritic,chronic pain,56.0,57.0,54.5,33.0,44
ActorCritic,chronic pain,81.0,37.5,75.5,17.5,26
ActorCritic,chronic pain,92.5,35.5,71.5,6.0,36
ActorCritic,chronic pain,52.0,41.0,69.0,31.0,58
ActorCritic,chronic pain,59.0,12.0,76.5,49.5,51
ActorCritic,chronic pain,78.5,37.0,60.0,24.0,46
ActorCritic,chronic pain,53.0,24.5,90.0,31.5,47
ActorCritic,chronic pain,74.0,61.5,44.0,20.5,46
ActorCritic,chronic pain,51.0,52.5,49.5,44.0,53
ActorCritic,chronic pain,93.5,35.5,58.5,3.0,63
ActorCritic,chronic pain,86.5,51.5,45.5,27.0,29
ActorCritic,chronic pain,75.5,83.5,16.0,20.5,54
ActorCritic,chronic pain,81.0,60.5,46.0,14.0,44
ActorCritic,chronic pain,56.5,38.0,55.5,44.0,57
ActorCritic,chronic pain,88.5,65.5,38.0,8.0,47
ActorCritic,chronic pain,77.5,64.5,31.0,24.0,52
ActorCritic,chronic pain,86.5,19.0,80.5,25.5,28
ActorCritic,chronic pain,92.0,44.0,53.5,7.0,51
ActorCritic,chronic pain,92.0,41.5,47.0,16.0,53
ActorCritic,chronic pain,84.5,53.0,47.5,24.0,31
ActorCritic,chronic pain,75.5,26.0,82.5,28.0,23
ActorCritic,chronic pain,54.0,42.0,70.5,22.5,66
ActorCritic,chronic pain,62.0,62.5,42.0,29.5,54
ActorCritic,chronic pain,86.0,81.5,19.0,9.0,53
ActorCritic,chronic pain,94.5,28.0,52.0,32.5,34
ActorCritic,chronic pain,46.0,36.5,88.5,29.5,45
ActorCritic,chronic pain,91.5,71.5,36.0,1.5,45
ActorCritic,chronic pain,99.0,58.5,41.0,1.5,47
ActorCritic,chronic pain,64.0,39.5,59.0,40.5,40
ActorCritic,chronic pain,64.0,50.5,69.5,27.0,28
ActorCritic,chronic pain,87.5,44.0,61.5,10.0,40
ActorCritic,chronic pain,80.5,29.5,72.0,20.5,42
ActorCritic,chronic pain,83.5,82.0,13.5,20.0,47
ActorCritic,chronic pain,69.5,44.0,43.0,39.5,54
ActorCritic,chronic pain,90.5,57.0,53.5,6.5,34
ActorCritic,chronic pain,93.0,42.0,46.5,19.0,45
ActorCritic,chronic pain,77.0,52.5,48.0,23.5,44
ActorCritic,chronic pain,71.5,68.5,30.5,26.0,52
ActorCritic,chronic pain,83.5,22.0,86.0,24.5,18
ActorCritic,chronic pain,81.0,85.5,17.0,13.5,52
Relative,chronic pain,94.5,32.0,68.0,6.0,45
Relative,chronic pain,93.5,60.5,43.0,1.5,50
Relative,chronic pain,87.0,56.0,49.0,6.5,48
Relative,chronic pain,98.0,69.0,32.5,1.0,47
Relative,chronic pain,88.5,64.5,37.0,5.0,55
Relative,chronic pain,98.0,68.5,30.5,2.5,47
Relative,chronic pain,98.0,55.0,40.5,4.0,51
Relative,chronic pain,92.0,39.5,62.5,5.5,47
Relative,chronic pain,79.5,18.0,82.0,21.0,45
Relative,chronic pain,73.5,51.0,41.0,31.5,51
Relative,chronic pain,82.0,29.0,75.0,16.5,42
Relative,chronic pain,81.0,56.0,47.0,16.5,46
Relative,chronic pain,76.5,26.0,72.0,25.0,47
Relative,chronic pain,84.5,27.5,80.0,8.5,45
Relative,chronic pain,94.5,65.5,31.5,5.5,52
Relative,chronic pain,90.5,53.5,37.0,11.5,60
Relative,chronic pain,100.0,45.5,56.0,0.0,45
Relative,chronic pain,97.5,55.0,36.5,1.5,63
Relative,chronic pain,90.5,39.0,54.5,14.0,50
Relative,chronic pain,90.5,44.5,53.5,8.0,52
Relative,chronic pain,95.5,54.0,33.5,13.5,53
Relative,chronic pain,94.5,57.0,38.5,4.5,54
Relative,chronic pain,96.0,35.0,54.0,11.5,53
Relative,chronic pain,98.0,62.0,37.0,0.5,51
Relative,chronic pain,94.0,58.0,36.0,12.5,46
Relative,chronic pain,91.5,77.0,29.0,0.5,50
Relative,chronic pain,90.0,72.0,35.0,2.5,46
Relative,chronic pain,89.0,41.0,64.0,7.0,45
Relative,chronic pain,95.5,58.0,37.5,7.5,50
Relative,chronic pain,60.0,53.0,72.5,9.0,55
Relative,chronic pain,90.5,57.5,42.0,9.5,47
Relative,chronic pain,94.5,44.5,55.0,1.0,55
Relative,chronic pain,76.5,49.5,45.5,25.0,52
Relative,chronic pain,98.0,49.5,58.0,0.5,36
Relative,chronic pain,50.5,41.5,55.5,48.5,53
Relative,chronic pain,64.0,48.0,44.0,40.0,54
Relative,chronic pain,95.0,63.0,35.5,6.0,46
Relative,chronic pain,89.5,69.0,34.0,8.0,45
Relative,chronic pain,98.0,55.5,48.5,0.0,44
Relative,chronic pain,53.5,32.5,72.0,40.5,48
Relative,chronic pain,95.0,65.0,38.0,4.0,44
Relative,chronic pain,82.0,35.0,50.5,27.5,54
Relative,chronic pain,93.0,58.0,29.0,14.5,56
Relative,chronic pain,79.0,36.5,58.5,23.5,51
Relative,chronic pain,78.0,43.0,65.0,9.0,55
Relative,chronic pain,85.0,73.5,34.5,6.5,46
Relative,chronic pain,93.0,57.5,41.5,10.0,43
Relative,chronic pain,89.0,57.0,44.0,4.0,56
Relative,chronic pain,90.0,44.5,64.5,5.0,38
Relative,chronic pain,61.0,56.0,51.5,26.0,55
Relative,chronic pain,90.0,47.5,47.0,13.5,51
Relative,chronic pain,98.5,39.0,52.5,3.0,59
Relative,chronic pain,70.5,39.0,58.5,29.5,51
Relative,chronic pain,74.0,73.5,40.0,11.0,50
Relative,chronic pain,49.5,47.0,62.0,37.5,53
Relative,chronic pain,90.0,26.5,69.0,9.5,54
Relative,chronic pain,88.0,49.5,50.5,9.0,51
Relative,chronic pain,94.5,62.5,34.5,6.0,50
Relative,chronic pain,87.5,21.0,68.0,16.5,59
Relative,chronic pain,76.0,47.5,67.5,10.5,43
Relative,chronic pain,66.0,48.0,45.0,37.5,54
Relative,chronic pain,61.0,54.5,68.5,18.0,42
Relative,chronic pain,84.0,28.0,64.0,22.0,51
Relative,chronic pain,79.0,44.5,55.0,22.5,45
Relative,chronic pain,91.5,24.5,72.5,7.5,53
Relative,chronic pain,88.0,65.0,26.0,14.5,57
Relative,chronic pain,98.5,61.5,32.0,9.0,45
Relative,chronic pain,85.5,56.0,50.5,10.0,42
Relative,chronic pain,88.0,30.5,61.5,22.0,42
Relative,chronic pain,77.0,55.5,50.5,21.0,39
Relative,chronic pain,51.0,56.0,52.0,38.0,51
Relative,chronic pain,29.0,48.5,74.5,45.5,51
Relative,chronic pain,80.5,63.0,33.0,24.0,45
Relative,chronic pain,75.0,27.5,66.0,32.5,44
Relative,chronic pain,90.5,57.5,39.0,12.0,48
Relative,chronic pain,89.0,26.0,70.0,11.0,54
Relative,chronic pain,96.0,51.5,48.5,1.0,53
Relative,chronic pain,45.0,52.0,68.5,32.0,51
Relative,chronic pain,88.0,56.5,34.5,15.0,56
Relative,chronic pain,97.0,29.5,63.0,4.5,56
Relative,chronic pain,89.5,27.5,67.0,9.0,58
Relative,chronic pain,69.5,26.5,63.5,38.0,51
Relative,chronic pain,84.0,49.5,53.0,15.5,42
Relative,chronic pain,83.5,20.5,82.5,14.5,44
Relative,chronic pain,69.0,53.0,46.5,29.5,50
Relative,chronic pain,62.5,40.5,56.0,39.0,48
Relative,chronic pain,94.0,45.5,56.0,6.0,44
Relative,chronic pain,97.5,66.0,29.5,3.5,54
Relative,chronic pain,96.5,66.5,38.5,0.0,45
Relative,chronic pain,73.5,54.0,48.0,24.0,46
Relative,chronic pain,50.0,54.5,60.5,34.0,46
Relative,chronic pain,91.0,57.5,37.0,11.5,51
Relative,chronic pain,97.0,35.0,62.0,2.5,52
Relative,chronic pain,95.0,22.5,55.0,24.5,52
Relative,chronic pain,95.5,41.5,57.0,4.0,50
Relative,chronic pain,91.0,49.0,44.5,13.0,51
Relative,chronic pain,99.0,60.0,41.0,1.5,43
Relative,chronic pain,79.5,54.0,57.0,7.0,51
Relative,chronic pain,91.0,63.0,39.5,2.5,53
Relative,chronic pain,70.0,49.5,44.0,36.0,47
Relative,chronic pain,97.5,69.0,32.0,0.5,50
Relative,chronic pain,95.0,49.5,53.0,2.5,46
Relative,chronic pain,85.5,31.0,53.5,31.5,43
Relative,chronic pain,97.5,59.5,45.0,1.5,41
Relative,chronic pain,100.0,68.0,30.0,1.0,48
Relative,chronic pain,66.5,36.0,56.5,44.5,41
Relative,chronic pain,95.5,34.5,41.5,29.5,45
Relative,chronic pain,81.5,21.5,79.5,13.5,54
Relative,chronic pain,74.5,15.0,76.0,36.5,43
Relative,chronic pain,89.5,65.5,45.5,2.5,41
Relative,chronic pain,74.0,41.5,59.0,24.5,47
Relative,chronic pain,100.0,68.0,32.0,2.0,44
Relative,chronic pain,96.0,47.0,55.5,2.0,46
Relative,chronic pain,84.0,57.5,49.5,9.5,45
Relative,chronic pain,93.5,43.0,51.0,12.0,47
Relative,chronic pain,79.0,33.0,77.5,12.5,41
Relative,chronic pain,97.5,59.5,35.5,3.5,52
Hybrid2012+bias,chronic pain,97.0,47.0,52.0,4.5,45
Hybrid2012+bias,chronic pain,81.0,69.5,54.0,1.0,36
Hybrid2012+bias,chronic pain,95.0,58.0,23.5,30.0,36
Hybrid2012+bias,chronic pain,98.0,65.0,36.5,5.0,38
Hybrid2012+bias,chronic pain,86.5,76.5,30.5,8.0,44
Hybrid2012+bias,chronic pain,97.0,64.0,27.5,4.5,59
Hybrid2012+bias,chronic pain,94.0,50.5,54.0,4.0,42
Hybrid2012+bias,chronic pain,84.5,64.0,23.0,33.5,37
Hybrid2012+bias,chronic pain,83.5,28.5,55.5,55.5,7
Hybrid2012+bias,chronic pain,25.5,75.5,61.5,53.5,18
Hybrid2012+bias,chronic pain,85.0,84.5,21.5,11.0,42
Hybrid2012+bias,chronic pain,78.0,61.0,46.0,10.5,55
Hybrid2012+bias,chronic pain,87.0,39.0,42.5,47.0,19
Hybrid2012+bias,chronic pain,89.0,56.0,38.0,20.5,39
Hybrid2012+bias,chronic pain,97.0,69.0,31.5,12.5,29
Hybrid2012+bias,chronic pain,93.5,48.5,34.0,24.5,45
Hybrid2012+bias,chronic pain,97.5,58.5,48.5,1.5,36
Hybrid2012+bias,chronic pain,97.5,60.0,35.0,2.0,55
Hybrid2012+bias,chronic pain,85.0,62.5,49.5,8.5,36
Hybrid2012+bias,chronic pain,78.0,36.0,66.5,21.5,42
Hybrid2012+bias,chronic pain,94.5,68.0,25.5,20.5,31
Hybrid2012+bias,chronic pain,89.5,73.0,29.5,5.5,52
Hybrid2012+bias,chronic pain,81.5,66.5,49.5,10.0,33
Hybrid2012+bias,chronic pain,95.5,65.0,41.5,3.0,38
Hybrid2012+bias,chronic pain,90.5,78.0,22.0,8.5,47
Hybrid2012+bias,chronic pain,98.0,72.0,28.0,1.5,47
Hybrid2012+bias,chronic pain,91.0,72.5,35.5,18.5,14
Hybrid2012+bias,chronic pain,92.0,59.0,42.0,11.5,39
Hybrid2012+bias,chronic pain,87.5,60.5,45.0,3.0,52
Hybrid2012+bias,chronic pain,80.0,29.0,62.0,38.5,29
Hybrid2012+bias,chronic pain,92.5,62.0,33.5,15.0,41
Hybrid2012+bias,chronic pain,100.0,55.5,42.5,1.0,50
Hybrid2012+bias,chronic pain,94.0,74.5,13.0,17.5,48
Hybrid2012+bias,chronic pain,96.5,61.5,45.0,0.5,41
Hybrid2012+bias,chronic pain,59.5,51.0,45.5,51.0,34
Hybrid2012+bias,chronic pain,47.0,58.0,56.0,47.0,32
Hybrid2012+bias,chronic pain,77.5,69.0,46.5,24.0,16
Hybrid2012+bias,chronic pain,92.0,69.5,41.5,4.5,34
Hybrid2012+bias,chronic pain,94.0,65.5,42.5,0.5,42
Hybrid2012+bias,chronic pain,65.5,40.0,61.0,42.5,31
Hybrid2012+bias,chronic pain,92.5,71.5,30.5,5.0,47
Hybrid2012+bias,chronic pain,62.5,78.0,51.0,9.5,44
Hybrid2012+bias,chronic pain,94.5,63.0,28.0,11.0,52
Hybrid2012+bias,chronic pain,94.5,56.0,42.5,7.0,45
Hybrid2012+bias,chronic pain,84.5,56.5,40.0,20.0,45
Hybrid2012+bias,chronic pain,84.5,62.0,58.0,1.0,37
Hybrid2012+bias,chronic pain,94.5,66.5,44.0,10.0,19
Hybrid2012+bias,chronic pain,95.5,65.5,25.5,10.5,52
Hybrid2012+bias,chronic pain,84.5,49.5,70.5,4.5,31
Hybrid2012+bias,chronic pain,89.5,43.5,43.0,42.5,14
Hybrid2012+bias,chronic pain,95.5,70.0,20.5,26.0,25
Hybrid2012+bias,chronic pain,100.0,57.5,8.5,40.0,36
Hybrid2012+bias,chronic pain,58.0,57.5,59.5,25.0,44
Hybrid2012+bias,chronic pain,95.0,53.0,48.0,6.0,43
Hybrid2012+bias,chronic pain,59.5,67.5,57.0,37.5,9
Hybrid2012+bias,chronic pain,78.5,62.5,40.5,28.5,29
Hybrid2012+bias,chronic pain,61.0,46.0,58.0,53.0,13
Hybrid2012+bias,chronic pain,89.5,74.5,33.5,4.0,43
Hybrid2012+bias,chronic pain,90.0,46.5,49.0,16.5,43
Hybrid2012+bias,chronic pain,83.0,59.5,49.0,27.5,13
Hybrid2012+bias,chronic pain,73.5,65.5,30.5,35.5,38
Hybrid2012+bias,chronic pain,82.5,66.0,47.0,16.5,26
Hybrid2012+bias,chronic pain,75.0,56.0,28.5,58.5,14
Hybrid2012+bias,chronic pain,84.0,43.0,48.0,40.0,19
Hybrid2012+bias,chronic pain,64.0,59.5,69.0,8.5,44
Hybrid2012+bias,chronic pain,85.5,62.0,54.0,14.5,17
Hybrid2012+bias,chronic pain,88.0,73.5,21.0,12.5,55
Hybrid2012+bias,chronic pain,80.0,61.0,43.5,9.5,57
Hybrid2012+bias,chronic pain,75.5,62.5,44.5,15.5,50
Hybrid2012+bias,chronic pain,59.5,58.0,44.0,40.0,42
Hybrid2012+bias,chronic pain,74.5,45.5,41.0,46.0,34
Hybrid2012+bias,chronic pain,75.5,26.0,61.5,52.5,19
Hybrid2012+bias,chronic pain,64.0,81.0,28.0,26.0,47
Hybrid2012+bias,chronic pain,96.0,34.5,52.5,42.0,3
Hybrid2012+bias,chronic pain,97.0,66.5,10.0,29.0,42
Hybrid2012+bias,chronic pain,97.5,65.0,26.0,7.0,53
Hybrid2012+bias,chronic pain,96.5,58.5,54.5,1.5,28
Hybrid2012+bias,chronic pain,57.5,36.0,58.0,52.5,39
Hybrid2012+bias,chronic pain,96.0,59.0,39.0,20.5,21
Hybrid2012+bias,chronic pain,98.5,43.5,56.5,3.0,43
Hybrid2012+bias,chronic pain,89.0,15.5,51.5,46.0,43
Hybrid2012+bias,chronic pain,76.5,27.5,76.5,18.0,48
Hybrid2012+bias,chronic pain,77.0,48.5,62.0,17.5,38
Hybrid2012+bias,chronic pain,92.5,45.0,60.5,0.5,51
Hybrid2012+bias,chronic pain,83.0,43.0,46.0,38.0,30
Hybrid2012+bias,chronic pain,54.0,60.0,42.0,42.5,51
Hybrid2012+bias,chronic pain,100.0,38.5,13.0,46.5,52
Hybrid2012+bias,chronic pain,96.0,64.5,32.0,1.5,58
Hybrid2012+bias,chronic pain,92.5,69.5,37.5,0.5,46
Hybrid2012+bias,chronic pain,78.0,69.0,26.5,25.0,48
Hybrid2012+bias,chronic pain,52.0,45.0,41.5,62.0,45
Hybrid2012+bias,chronic pain,88.0,44.0,47.5,19.5,47
Hybrid2012+bias,chronic pain,95.0,69.5,31.0,5.0,45
Hybrid2012+bias,chronic pain,98.0,52.5,42.0,4.0,51
Hybrid2012+bias,chronic pain,67.5,97.5,44.5,4.0,23
Hybrid2012+bias,chronic pain,96.0,44.0,37.0,26.0,40
Hybrid2012+bias,chronic pain,91.5,70.0,39.0,7.0,34
Hybrid2012+bias,chronic pain,82.5,24.0,67.0,22.5,53
Hybrid2012+bias,chronic pain,92.0,67.0,42.5,8.5,29
Hybrid2012+bias,chronic pain,94.0,72.0,24.0,6.5,52
Hybrid2012+bias,chronic pain,94.0,72.0,30.0,1.5,51
Hybrid2012+bias,chronic pain,97.5,50.0,42.5,7.0,51
Hybrid2012+bias,chronic pain,96.0,49.5,47.5,26.5,12
Hybrid2012+bias,chronic pain,96.0,50.5,53.5,9.5,31
Hybrid2012+bias,chronic pain,98.0,66.0,32.5,0.5,52
